	Kingdom	Phylum	Class	Order	Family	Genus	Species	ASV_id	ASV_id	taxa_name
ASV151	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__delicatulum	[151]	ASV151	g_Cladosporium s  delicatulum [151]
ASV152	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__clonocystis	[152]	ASV152	g_Mortierella s  clonocystis [152]
ASV153	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	s__aggressivum	[153]	ASV153	g_Trichoderma s  aggressivum [153]
ASV154	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Helicogoniaceae	g__Eleutheromyces	s__subulatus	[154]	ASV154	g_Eleutheromyces s  subulatus [154]
ASV155	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__Branch01	Unknown	Unknown	Unknown	[155]	ASV155	o_Rozellomycotina Branch01 [155]
ASV156	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	Unknown	[156]	ASV156	g_Oidiodendron [156]
ASV157	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[157]	ASV157	f_Herpotrichiellaceae [157]
ASV158	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Amanitaceae	g__Amanita	s__regalis	[158]	ASV158	g_Amanita s  regalis [158]
ASV159	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[159]	ASV159	c_Leotiomycetes [159]
ASV160	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[160]	ASV160	p_Ascomycota [160]
ASV161	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans	[161]	ASV161	g_Gremmenia s  infestans [161]
ASV162	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Passalora	s__fusimaculans	[162]	ASV162	g_Passalora s  fusimaculans [162]
ASV163	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Cutaneotrichosporon	Unknown	[163]	ASV163	g_Cutaneotrichosporon [163]
ASV164	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[164]	ASV164	o_Helotiales [164]
ASV165	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans	[165]	ASV165	g_Gremmenia s  infestans [165]
ASV166	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[166]	ASV166	f_Herpotrichiellaceae [166]
ASV167	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	s__carneolum	[167]	ASV167	g_Lachnum s  carneolum [167]
ASV168	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[168]	ASV168	p_Ascomycota [168]
ASV169	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Tylosporaceae	g__Tylospora	s__fibrillosa	[169]	ASV169	g_Tylospora s  fibrillosa [169]
ASV170	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[170]	ASV170	p_Ascomycota [170]
ASV171	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Sporormiaceae	g__Preussia	Unknown	[171]	ASV171	g_Preussia [171]
ASV172	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Oliveonia	s__pauxilla	[172]	ASV172	g_Oliveonia s  pauxilla [172]
ASV173	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[173]	ASV173	c_Sordariomycetes [173]
ASV174	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Pilodermataceae	g__Piloderma	s__sphaerosporum	[174]	ASV174	g_Piloderma s  sphaerosporum [174]
ASV175	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	g__Tomentella	Unknown	[175]	ASV175	g_Tomentella [175]
ASV176	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	Unknown	Unknown	Unknown	[176]	ASV176	o_Tremellales [176]
ASV177	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Tremella	Unknown	[177]	ASV177	g_Tremella [177]
ASV178	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[178]	ASV178	p_Rozellomycota [178]
ASV179	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	Unknown	Unknown	[179]	ASV179	f_Dermateaceae [179]
ASV180	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[180]	ASV180	g_Archaeorhizomyces [180]
ASV181	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Clonostachys	s__candelabrum	[181]	ASV181	g_Clonostachys s  candelabrum [181]
ASV182	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	Unknown	Unknown	[182]	ASV182	f_Venturiaceae [182]
ASV183	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[183]	ASV183	o_Helotiales [183]
ASV184	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	Unknown	[184]	ASV184	g_Trichoderma [184]
ASV185	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	Unknown	Unknown	Unknown	[185]	ASV185	o_Agaricales [185]
ASV186	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera	[186]	ASV186	g_Mortierella s  globulifera [186]
ASV187	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Spirosphaera	s__carici-graminis	[187]	ASV187	g_Spirosphaera s  carici-graminis [187]
ASV188	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__delicatulum	[188]	ASV188	g_Cladosporium s  delicatulum [188]
ASV189	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__pilicola	[189]	ASV189	g_Oidiodendron s  pilicola [189]
ASV190	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	Unknown	[190]	ASV190	g_Lachnum [190]
ASV191	k__Fungi	p__Ascomycota	c__Leotiomycetes	Unknown	Unknown	Unknown	Unknown	[191]	ASV191	c_Leotiomycetes [191]
ASV192	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	Unknown	[192]	ASV192	g_Cortinarius [192]
ASV193	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Goffeauzyma	s__gastrica	[193]	ASV193	g_Goffeauzyma s  gastrica [193]
ASV194	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Chaetomellaceae	g__Pilidium	Unknown	[194]	ASV194	g_Pilidium [194]
ASV195	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	Unknown	Unknown	[195]	ASV195	f_Neodevriesiaceae [195]
ASV196	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	Unknown	Unknown	Unknown	[196]	ASV196	o_Erythrobasidiales [196]
ASV197	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	Unknown	Unknown	[197]	ASV197	f_Serendipitaceae [197]
ASV198	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__queletii	[198]	ASV198	g_Russula s  queletii [198]
ASV199	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	Unknown	Unknown	[199]	ASV199	f_Chaetosphaeriaceae [199]
ASV200	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[200]	ASV200	f_Herpotrichiellaceae [200]
ASV201	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[201]	ASV201	g_Archaeorhizomyces [201]
ASV202	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[202]	ASV202	g_Archaeorhizomyces [202]
ASV203	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	s__pustulatum	[203]	ASV203	g_Tolypocladium s  pustulatum [203]
ASV204	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[204]	ASV204	g_Archaeorhizomyces [204]
ASV205	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__chaetospira	[205]	ASV205	g_Cladophialophora s  chaetospira [205]
ASV206	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium	s__majus	[206]	ASV206	g_Metarhizium s  majus [206]
ASV207	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__chaetospira	[207]	ASV207	g_Cladophialophora s  chaetospira [207]
ASV208	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Alfaria	s__ossiformis	[208]	ASV208	g_Alfaria s  ossiformis [208]
ASV209	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Gorgomyces	s__honrubiae	[209]	ASV209	g_Gorgomyces s  honrubiae [209]
ASV210	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Mycosymbioces	Unknown	[210]	ASV210	g_Mycosymbioces [210]
ASV211	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__aquosa	[211]	ASV211	g_Russula s  aquosa [211]
ASV212	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	Unknown	Unknown	[212]	ASV212	f_Hydnodontaceae [212]
ASV213	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	s__pilicola	[213]	ASV213	g_Oidiodendron s  pilicola [213]
ASV214	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paraconiothyrium	s__brasiliense	[214]	ASV214	g_Paraconiothyrium s  brasiliense [214]
ASV215	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[215]	ASV215	p_Ascomycota [215]
ASV216	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Vanrija	s__albida	[216]	ASV216	g_Vanrija s  albida [216]
ASV217	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Tylosporaceae	g__Tylospora	s__fibrillosa	[217]	ASV217	g_Tylospora s  fibrillosa [217]
ASV218	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Byssocorticiaceae	g__Byssocorticium	Unknown	[218]	ASV218	g_Byssocorticium [218]
ASV219	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Venturiaceae	Unknown	Unknown	[219]	ASV219	f_Venturiaceae [219]
ASV220	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Phacidium	s__pseudophacidioides	[220]	ASV220	g_Phacidium s  pseudophacidioides [220]
ASV221	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Boletaceae	g__Imleria	s__badia	[221]	ASV221	g_Imleria s  badia [221]
ASV222	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS11	Unknown	Unknown	Unknown	[222]	ASV222	o_Rozellomycotina GS11 [222]
ASV223	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[223]	ASV223	f_Hyaloscyphaceae [223]
ASV224	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__macrocystis	[224]	ASV224	g_Mortierella s  macrocystis [224]
ASV225	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[225]	ASV225	g_Archaeorhizomyces [225]
ASV226	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	Unknown	[226]	ASV226	g_Glarea [226]
ASV227	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae	[227]	ASV227	g_Vishniacozyma s  victoriae [227]
ASV228	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Russula	s__aquosa	[228]	ASV228	g_Russula s  aquosa [228]
ASV229	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	Unknown	[229]	ASV229	g_Serendipita [229]
ASV230	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Thelephorales	f__Thelephoraceae	Unknown	Unknown	[230]	ASV230	f_Thelephoraceae [230]
ASV231	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnellula	s__fuscosanguinea	[231]	ASV231	g_Lachnellula s  fuscosanguinea [231]
ASV232	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Nadsonia	s__starkeyi-henricii	[232]	ASV232	g_Nadsonia s  starkeyi-henricii [232]
ASV233	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[233]	ASV233	o_Helotiales [233]
ASV234	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	s__helicus	[234]	ASV234	g_Talaromyces s  helicus [234]
ASV235	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	Unknown	[235]	ASV235	g_Lachnum [235]
ASV236	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[236]	ASV236	p_Rozellomycota [236]
ASV237	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	s__capensis	[237]	ASV237	g_Neodevriesia s  capensis [237]
ASV238	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	Unknown	[238]	ASV238	g_Devriesia [238]
ASV239	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	Unknown	[239]	ASV239	g_Saitozyma [239]
ASV240	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[240]	ASV240	f_Herpotrichiellaceae [240]
ASV241	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	Unknown	Unknown	Unknown	[241]	ASV241	o_Pleosporales [241]
ASV242	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[242]	ASV242	g_Archaeorhizomyces [242]
ASV243	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[243]	ASV243	p_Ascomycota [243]
ASV244	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Mycoarthris	s__corallina	[244]	ASV244	g_Mycoarthris s  corallina [244]
ASV245	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Spirosphaera	s__carici-graminis	[245]	ASV245	g_Spirosphaera s  carici-graminis [245]
ASV246	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	Unknown	Unknown	Unknown	[246]	ASV246	o_Sordariales [246]
ASV247	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	Unknown	[247]	ASV247	g_Trichoderma [247]
ASV248	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Leucosporidiales	Unknown	Unknown	Unknown	[248]	ASV248	o_Leucosporidiales [248]
ASV249	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Chaetomellaceae	g__Pilidium	Unknown	[249]	ASV249	g_Pilidium [249]
ASV250	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	Unknown	Unknown	[250]	ASV250	f_Phaeosphaeriaceae [250]
ASV251	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Pezoloma	s__ericae	[251]	ASV251	g_Pezoloma s  ericae [251]
ASV252	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__terricola	[252]	ASV252	g_Solicoccozyma s  terricola [252]
ASV253	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	s__bicolor	[253]	ASV253	g_Hyaloscypha s  bicolor [253]
ASV254	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metapochonia	s__goniodes	[254]	ASV254	g_Metapochonia s  goniodes [254]
ASV255	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Meliniomyces	Unknown	[255]	ASV255	g_Meliniomyces [255]
ASV256	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[256]	ASV256	g_Archaeorhizomyces [256]
ASV257	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__variegatus	[257]	ASV257	g_Suillus s  variegatus [257]
ASV258	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[258]	ASV258	p_Ascomycota [258]
ASV259	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Myxotrichaceae	g__Oidiodendron	Unknown	[259]	ASV259	g_Oidiodendron [259]
ASV260	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[260]	ASV260	p_Rozellomycota [260]
ASV261	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Vibrisseaceae	g__Phialocephala	s__fortinii	[261]	ASV261	g_Phialocephala s  fortinii [261]
ASV262	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Acarosporales	Unknown	Unknown	Unknown	[262]	ASV262	o_Acarosporales [262]
ASV263	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__tephrensis	[263]	ASV263	g_Vishniacozyma s  tephrensis [263]
ASV264	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[264]	ASV264	p_Rozellomycota [264]
ASV265	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__lycopodinum	[265]	ASV265	g_Microdochium s  lycopodinum [265]
ASV266	k__Fungi	p__Ascomycota	c__Sordariomycetes	Unknown	Unknown	Unknown	Unknown	[266]	ASV266	c_Sordariomycetes [266]
ASV267	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	g__Gliomastix	s__tumulicola	[267]	ASV267	g_Gliomastix s  tumulicola [267]
ASV268	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Lecanicillium	s__flavidum	[268]	ASV268	g_Lecanicillium s  flavidum [268]
ASV269	k__Fungi	p__Ascomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[269]	ASV269	p_Ascomycota [269]
ASV270	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Mycoarthris	s__corallina	[270]	ASV270	g_Mycoarthris s  corallina [270]
ASV271	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__GS29	Unknown	Unknown	Unknown	[271]	ASV271	o_Agaricomycetes GS29 [271]
ASV272	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Dactylidina	s__dactylidis	[272]	ASV272	g_Dactylidina s  dactylidis [272]
ASV273	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Lachnum	Unknown	[273]	ASV273	g_Lachnum [273]
ASV274	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[274]	ASV274	o_Helotiales [274]
ASV275	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	Unknown	Unknown	Unknown	[275]	ASV275	o_Agaricales [275]
ASV276	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	Unknown	Unknown	[276]	ASV276	f_Herpotrichiellaceae [276]
ASV277	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	Unknown	Unknown	[277]	ASV277	f_Hydnodontaceae [277]
ASV278	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[278]	ASV278	o_Helotiales [278]
ASV279	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaetopsis	s__leptospora	[279]	ASV279	g_Pyrenochaetopsis s  leptospora [279]
ASV280	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Dermateaceae	Unknown	Unknown	[280]	ASV280	f_Dermateaceae [280]
ASV281	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Alatospora	s__acuminata	[281]	ASV281	g_Alatospora s  acuminata [281]
ASV282	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[282]	ASV282	p_Rozellomycota [282]
ASV283	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Trichophaea	Unknown	[283]	ASV283	g_Trichophaea [283]
ASV284	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pyronemataceae	g__Byssonectria	s__fusispora	[284]	ASV284	g_Byssonectria s  fusispora [284]
ASV285	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	Unknown	[285]	ASV285	g_Phaeosphaeria [285]
ASV286	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	Unknown	Unknown	[286]	ASV286	f_Hyaloscyphaceae [286]
ASV287	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Neoascochyta	s__paspali	[287]	ASV287	g_Neoascochyta s  paspali [287]
ASV288	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera	[288]	ASV288	g_Mortierella s  globulifera [288]
ASV289	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Alatospora	Unknown	[289]	ASV289	g_Alatospora [289]
ASV290	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	Unknown	[290]	ASV290	g_Devriesia [290]
ASV291	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[291]	ASV291	p_Rozellomycota [291]
ASV292	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__angustiovoidea	[292]	ASV292	g_Alternaria s  angustiovoidea [292]
ASV293	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Cortinariaceae	g__Cortinarius	s__neofurvolaesus	[293]	ASV293	g_Cortinarius s  neofurvolaesus [293]
ASV294	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__lugdunensis	[294]	ASV294	g_Neonectria s  lugdunensis [294]
ASV295	k__Fungi	p__Ascomycota	c__Archaeorhizomycetes	o__Archaeorhizomycetales	f__Archaeorhizomycetaceae	g__Archaeorhizomyces	Unknown	[295]	ASV295	g_Archaeorhizomyces [295]
ASV296	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__globulifera	[296]	ASV296	g_Mortierella s  globulifera [296]
ASV297	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	Unknown	Unknown	Unknown	[297]	ASV297	o_Helotiales [297]
ASV298	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Leotiaceae	g__Alatospora	Unknown	[298]	ASV298	g_Alatospora [298]
ASV299	k__Fungi	p__Rozellomycota	Unknown	Unknown	Unknown	Unknown	Unknown	[299]	ASV299	p_Rozellomycota [299]
ASV300	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Crocicreas	s__epicalamia	[300]	ASV300	g_Crocicreas s  epicalamia [300]
ASV301	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Tylosporaceae	g__Tylospora	s__fibrillosa	[301]	ASV301	g_Tylospora s  fibrillosa [301]
ASV302	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Trimorphomycetaceae	g__Saitozyma	Unknown	[302]	ASV302	g_Saitozyma [302]
ASV303	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__babjevae	[303]	ASV303	g_Rhodotorula s  babjevae [303]
ASV304	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea	Unknown	[304]	ASV304	g_Glarea [304]
